,train,val
0,0.6632007578524147,0.6567433118820191
1,0.6527217801024274,0.6518546640872955
2,0.6452560919087108,0.6469714939594269
3,0.6440996920190206,0.6478776395320892
4,0.640282681802424,0.6468039155006409
5,0.6354060740005679,0.6442864239215851
6,0.6321264403622325,0.641740208864212
7,0.6295677060034217,0.6370819389820099
8,0.6293175046036883,0.6337231457233429
9,0.6213741476942853,0.6313733935356141
10,0.6166952281463437,0.6258163034915925
11,0.6163147208167286,0.6192669689655304
12,0.6076610219187852,0.6177154362201691
13,0.6014889144315952,0.6315113067626953
14,0.6049808699910234,0.6061429440975189
15,0.5919767036670591,0.6046983778476716
16,0.5891145685823952,0.5999093949794769
17,0.5790518326003377,0.6186805009841919
18,0.583161662991454,0.5812557160854339
19,0.5695703771056199,0.5734840750694274
20,0.5606284890233016,0.5659226238727569
21,0.5519549221527286,0.5788437187671661
22,0.5506541598133925,0.5474002152681351
23,0.539741229720232,0.5419827848672867
24,0.5466762265054191,0.5497629821300507
25,0.5296417881802815,0.5290756791830062
26,0.535138032785276,0.5482450544834137
27,0.5228668393158331,0.533247908949852
28,0.506959393983934,0.5481442868709564
29,0.49992930162243726,0.5246600955724716
30,0.49599181297348766,0.5010876923799514
31,0.48737583509305626,0.5261527001857758
32,0.4842431828743074,0.4922964185476303
33,0.4708027279958492,0.5101891398429871
34,0.47404219973378064,0.47427315413951876
35,0.46484482942557914,0.473754221200943
36,0.45243812116180976,0.47379634380340574
37,0.4705560963328292,0.47777399718761443
38,0.43891648621093937,0.47967338263988496
39,0.4461187589459303,0.47570220232009885
40,0.43614147567167516,0.4594382345676422
41,0.42979542075133903,0.44647320806980134
42,0.4150920415796885,0.4663518339395523
43,0.41737920990804345,0.43822976052761076
44,0.41374557628864195,0.4454354912042618
45,0.4038768236230059,0.4736908048391342
46,0.4057044982910156,0.43814441859722136
47,0.40747581022541696,0.4280144453048706
48,0.39718672124350946,0.446307572722435
49,0.39155752920522924,0.4465695023536682
50,0.406803086763475,0.43807976245880126
51,0.38384099559086127,0.42299522161483766
52,0.38086069429793007,0.43951665461063383
53,0.3804859228250457,0.41587441563606264
54,0.3653823733329773,0.4020276993513107
55,0.35900220420302414,0.4161843299865723
56,0.35625875214251074,0.4256767243146896
57,0.3595698588505024,0.41130412220954893
58,0.35737264519784506,0.40616198182106017
59,0.34995935675574513,0.4001301437616348
60,0.34991801439262016,0.38856985569000246
61,0.3408254268692761,0.40658550560474394
62,0.3294828061650439,0.3858994573354721
63,0.3418740408449638,0.4282386630773544
64,0.32303813172549734,0.4014104515314102
65,0.3412050568475956,0.37642275393009184
66,0.3278693135191755,0.3833122760057449
67,0.3193114269070509,0.38912456631660464
68,0.3222076333150631,0.37678998708724976
69,0.30727069770417564,0.3830991625785828
70,0.30836045015149,0.37686551809310914
71,0.3112770820536265,0.38142297267913816
72,0.29728560585801195,0.44184090495109557
73,0.3017520323032286,0.38303395807743074
74,0.2950278211657594,0.37317955791950225
75,0.29373620922972515,0.3623391628265381
76,0.2909383006939074,0.36854236423969267
77,0.29375522529206627,0.4176180362701416
78,0.27785622055937603,0.3765479326248169
79,0.28517706147054345,0.3985158562660217
80,0.28647919435326646,0.384650981426239
81,0.27579409829000145,0.35230102241039274
82,0.29204165572073404,0.39956345558166506
83,0.2750081576225234,0.3521392524242401
84,0.2722844710437263,0.413467338681221
85,0.299267226602973,0.3612797275185585
86,0.26187523799698526,0.37835360765457154
87,0.2638513860179157,0.42532833218574523
88,0.2432702710715736,0.33444657027721403
89,0.25822855822923707,0.38133417069911957
90,0.23949935487130794,0.33990629613399503
91,0.25040785677549315,0.3458490535616875
92,0.24768290686898115,0.3356353148818016
93,0.24422032476925268,0.3495819419622421
94,0.24730628837899463,0.4360379636287689
95,0.24709746932111135,0.35669720768928526
96,0.2307840669300498,0.3790099769830704
97,0.2345060448094112,0.35297141820192335
98,0.21599672225917257,0.3287006586790085
99,0.22105035767322634,0.3711228251457214
100,0.23918243552126536,0.3797090470790863
101,0.2419352313367332,0.33750811219215393
102,0.22103999228012272,0.32769581377506257
103,0.2143702556083842,0.3367429405450821
104,0.2166996616415861,0.3315474733710289
105,0.21127739039863028,0.402965784072876
106,0.22507849081260403,0.36087451279163363
107,0.22500333189964294,0.32669755518436433
108,0.22034048052822672,0.3056609511375427
109,0.20756016453591788,0.38007092773914336
110,0.2463472538241526,0.3332261174917221
111,0.20952077936835406,0.3177733734250069
112,0.20118854031330202,0.32679785788059235
113,0.19619383608422628,0.33618387281894685
114,0.2254367189072981,0.3527772754430771
115,0.2044911199226612,0.31986320167779925
116,0.18968754407109284,0.3412280559539795
117,0.187488672573392,0.32115854918956754
118,0.19022227532979918,0.32014773041009903
119,0.18530270875227162,0.3187337636947632
120,0.18433380563084673,0.36691183000802996
121,0.18072716873593447,0.3243469655513763
122,0.17694601216694203,0.329973466694355
123,0.18558934276423802,0.30916605442762374
124,0.165662841280786,0.3018337622284889
125,0.19023394893582274,0.33762217313051224
126,0.17698922498923977,0.3159191370010376
